epoch,accuracy,loss,val_accuracy,val_loss
0,0.007873794063925743,0.24548180401325226,0.007882615551352501,0.24524405598640442
1,0.007873794063925743,0.2441171258687973,0.007882615551352501,0.24386556446552277
2,0.007873794063925743,0.24271801114082336,0.007882615551352501,0.24239076673984528
3,0.007873794063925743,0.24119138717651367,0.007882615551352501,0.24071954190731049
4,0.007873794063925743,0.23946020007133484,0.007882615551352501,0.23878028988838196
5,0.007873794063925743,0.237442746758461,0.007882615551352501,0.23651716113090515
6,0.007873794063925743,0.23509547114372253,0.007882615551352501,0.2338763028383255
7,0.007873794063925743,0.23233471810817719,0.007882615551352501,0.23082399368286133
8,0.007873794063925743,0.2291688621044159,0.007882615551352501,0.2273215502500534
9,0.007873794063925743,0.22555920481681824,0.007882615551352501,0.2233441025018692
10,0.007873794063925743,0.2214842289686203,0.007882615551352501,0.21890558302402496
11,0.007873794063925743,0.21697525680065155,0.007882615551352501,0.2140190750360489
12,0.007873794063925743,0.21197661757469177,0.007882615551352501,0.2087499350309372
13,0.007873794063925743,0.20666874945163727,0.007882615551352501,0.20314933359622955
14,0.007873794063925743,0.20104777812957764,0.007882615551352501,0.1973247528076172
15,0.007873794063925743,0.19524483382701874,0.007882615551352501,0.19137230515480042
16,0.007873794063925743,0.18931658565998077,0.007882615551352501,0.18542903661727905
17,0.007873794063925743,0.18347975611686707,0.007882615551352501,0.17962883412837982
18,0.007873794063925743,0.17775097489356995,0.007882615551352501,0.17410919070243835
19,0.007873794063925743,0.1724071502685547,0.007882615551352501,0.16899995505809784
20,0.007873794063925743,0.16746632754802704,0.007882615551352501,0.1644286811351776
21,0.007873794063925743,0.163093701004982,0.007882615551352501,0.1604766547679901
22,0.007873794063925743,0.15934522449970245,0.007882615551352501,0.15720000863075256
23,0.007873794063925743,0.1562652438879013,0.007882615551352501,0.15458841621875763
24,0.0078733516857028,0.15382859110832214,0.007882615551352501,0.15260766446590424
25,0.007872022688388824,0.15203680098056793,0.007881215773522854,0.15116570889949799
26,0.007844344712793827,0.15067408978939056,0.007818215526640415,0.15015551447868347
27,0.007777251303195953,0.1497664451599121,0.007766415365040302,0.14944471418857574
28,0.0077289799228310585,0.14909352362155914,0.0076754153706133366,0.1489185094833374
29,0.007668750826269388,0.14859019219875336,0.007617615163326263,0.1484772264957428
30,0.007647493854165077,0.1481633484363556,0.007598815020173788,0.1480555236339569
31,0.007643286604434252,0.14773592352867126,0.007581415120512247,0.14761947095394135
32,0.0076311081647872925,0.14730314910411835,0.007586215157061815,0.14716114103794098
33,0.007633986882865429,0.14683260023593903,0.007594414986670017,0.14668525755405426
34,0.007651479449123144,0.14636346697807312,0.007615015376359224,0.14620156586170197
35,0.007650150917470455,0.14589817821979523,0.0076476153917610645,0.14572323858737946
36,0.007689786609262228,0.14543969929218292,0.007689615245908499,0.14525924623012543
37,0.0077203442342579365,0.1449999064207077,0.00771901523694396,0.14481225609779358
38,0.0077429297380149364,0.14456334710121155,0.0077458154410123825,0.14438097178936005
39,0.007765958551317453,0.1441359966993332,0.0077736154198646545,0.14396147429943085
40,0.007780794054269791,0.14373645186424255,0.007797215599566698,0.1435512900352478
41,0.007805594243109226,0.1433366984128952,0.00782441534101963,0.14314357936382294
42,0.007817551493644714,0.14293287694454193,0.007843215949833393,0.14273859560489655
43,0.007829065434634686,0.14253881573677063,0.007849815301597118,0.14233212172985077
44,0.007837701588869095,0.14213547110557556,0.007846815511584282,0.1419263780117035
45,0.007842572405934334,0.1417408138513565,0.007852215319871902,0.14151906967163086
46,0.007855858653783798,0.14133837819099426,0.007858416065573692,0.1411120742559433
47,0.007860951125621796,0.14093270897865295,0.007863415405154228,0.14070624113082886
48,0.007855415344238281,0.14052091538906097,0.007862416096031666,0.14029988646507263
49,0.007868923246860504,0.1401311159133911,0.00786521565169096,0.13989537954330444
50,0.00786582287400961,0.1397443264722824,0.00787221547216177,0.1394900232553482
51,0.007858959026634693,0.13932783901691437,0.007881615310907364,0.1390857994556427
52,0.007866266183555126,0.13892671465873718,0.007882216013967991,0.13868282735347748
53,0.007871801033616066,0.1385386735200882,0.00788381602615118,0.13828134536743164
