epoch,accuracy,loss,mean_squared_error,val_accuracy,val_loss,val_mean_squared_error
0,5.8219643506163266e-06,0.22626912593841553,0.22626912593841553,6.404161104001105e-05,0.21381700038909912,0.21381700038909912
1,5.8219643506163266e-06,0.22619517147541046,0.22619517147541046,6.404161104001105e-05,0.21373674273490906,0.21373674273490906
2,5.8219643506163266e-06,0.2261117398738861,0.2261117547750473,6.404161104001105e-05,0.2136511355638504,0.2136511206626892
